cluster_id,h3_cell,lat,lon,violation_count,police_station,primary_violation,heavy_pct,repeat_pct,junction_pct,top_hours,spillover_index,persistence_index,zone_risk_index,zone_type,active_days,burst_days,petrol_pump_reduction,petrol_pump_new_risk,location_sample
701,89618925b27ffff,12.955011,77.574006,44,V.V.Puram (C.Pet),NO PARKING,0.0,27.3,100.0,"[21, 23, 0]",3.17,1.4,4.0,SPORADIC,21,1,5,3.52,"Kondajji Basappa Road, Parvatipuram, VV Puram, Bengaluru, Karnataka. Pin-560004 "
262,89618924223ffff,12.911289,77.626288,208,HSR Layout,NO PARKING,24.5,14.4,0.0,"[2, 6, 7]",2.47,4.0,4.0,SEMI-CHRONIC,60,4,24,3.52,"Hosur Road, Krimson Square, Muneshwara Nagar, HSR Layout, Bengaluru, Karnataka. "
510,8960145b487ffff,12.970079,77.591641,76,Halasuru Gate,NO PARKING,11.8,2.6,100.0,"[0, 21, 4]",3.37,1.73,4.0,SPORADIC,26,1,9,3.52,"Kasturba Road, Bagamane Pallavi Tower, Sampangiram Nagar, Bengaluru, Karnataka. "
491,8960145a6dbffff,12.949344,77.576406,84,V.V.Puram (C.Pet),NO PARKING,0.0,9.5,100.0,"[22, 1, 5]",3.21,1.87,4.0,SPORADIC,28,1,10,3.52,"KR Main Road, Vanivilas Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 ("
609,8961892429bffff,12.903519,77.64209,57,HSR Layout,WRONG PARKING,49.1,57.9,0.0,"[5, 4, 0]",0.59,0.53,4.0,SPORADIC,8,0,6,3.52,"27th Cross Road, Ramachandra Reddy Layout, Mangammanapalya, Bommanahalli, Bengal"
657,89618925b83ffff,12.947144,77.59061,50,Wilson Garden,NO PARKING,2.0,38.0,100.0,"[5, 21, 2]",1.25,1.2,3.99,SPORADIC,18,1,6,3.51,"Siddhapura Road, B Venkata Reddy Nagar, Siddapura, Jayanagar East, Bengaluru, Ka"
630,8960145a65bffff,12.957707,77.572,54,V.V.Puram (C.Pet),NO PARKING,5.6,16.7,100.0,"[3, 2, 21]",3.67,0.93,3.99,SPORADIC,14,1,6,3.51,"Kondajji Basappa Road, K Mariyappa Circle, Basavanagudi, Bengaluru, Karnataka. P"
758,896189258c7ffff,12.940348,77.609158,38,Adugodi,NO PARKING,13.2,31.6,89.5,"[21, 22, 4]",2.21,1.67,3.99,SPORADIC,25,1,4,3.51,"Hosur Road, ML Colony, Adugodi, Bengaluru, Karnataka. Pin-560030 (India)"
160,8961892eca3ffff,12.970377,77.645476,383,Jeevanbheemanagar,NO PARKING,2.9,8.4,0.0,"[2, 8, 7]",2.66,5.07,3.99,SEMI-CHRONIC,76,4,45,3.51,"7th Cross Road, Old Thippasandra, Indiranagar, Bengaluru, Karnataka. Pin-560008 "
770,89618925ad7ffff,12.961486,77.615382,37,Ashok Nagar,WRONG PARKING,24.3,45.9,62.2,"[21, 1, 11]",1.84,0.47,3.98,SPORADIC,7,0,4,3.5,"2nd Square Road, Karnataka Police Quarters, Victoria Layout, Bengaluru, Karnatak"
184,8960145913bffff,13.039887,77.518565,328,Peenya,NO PARKING,19.2,3.0,0.0,"[6, 21, 4]",2.55,4.53,3.98,SEMI-CHRONIC,68,2,39,3.5,"SM Road, Jalahalli Cross Junction, Peenya, Bengaluru, Karnataka. Pin-560058 (Ind"
1048,8960145b1bbffff,12.980549,77.551688,19,Magadi Road,WRONG PARKING,42.1,21.1,100.0,"[20, 21, 22]",2.79,0.6,3.98,SPORADIC,9,1,2,3.5,"72nd Cross Road, Jedehalli, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (Indi"
349,8961892ed3bffff,12.973379,77.622436,142,Halasur,NO PARKING,23.2,33.1,0.0,"[23, 22, 21]",1.16,3.87,3.97,SEMI-CHRONIC,58,5,17,3.49,"Old Madras Road, Lido Mall, Someshwarpura, Halasuru, Bengaluru, Karnataka. Pin-5"
224,89601696687ffff,13.097573,77.598929,258,Yelahanka,WRONG PARKING,27.1,3.9,0.0,"[20, 22, 19]",2.63,4.07,3.97,SEMI-CHRONIC,61,3,30,3.49,"Bellary Road, Raitarasanthe, Nehru Nagar, Bengaluru, Karnataka. Pin-560064 (Indi"
243,89618924ccbffff,12.87628,77.596695,231,Hulimavu,WRONG PARKING,1.7,46.8,0.0,"[0, 7, 8]",1.69,1.13,3.96,SPORADIC,17,1,27,3.48,"Shri Ramalingeshwara Cave Temple Road, Mantri Pinnacle, Hulimavu, Bengaluru, Kar"
1030,89618925b4bffff,12.967567,77.59099,20,Halasuru Gate,NO PARKING,35.0,15.0,100.0,"[17, 7, 0]",3.93,0.73,3.96,SPORADIC,11,1,2,3.48,"Raja Ram Mohan Roy Road, Hudson Circle, Nagartapete, Bengaluru, Karnataka. Pin-5"
421,89618925b17ffff,12.953909,77.584604,108,Wilson Garden,WRONG PARKING,4.6,3.7,100.0,"[5, 4, 2]",2.02,2.53,3.96,SPORADIC,38,2,12,3.48,"Lalbagh Main Road, Lalbagh Main Gate Junction, Wilson Garden, Bengaluru, Karnata"
605,89618925a67ffff,12.970496,77.59998,57,Cubbon Park,NO PARKING,3.5,15.8,100.0,"[22, 21, 3]",3.41,1.13,3.95,SPORADIC,17,1,6,3.48,"Grant Road, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
182,89618925a7bffff,12.971706,77.606612,334,Ashok Nagar,NO PARKING,3.3,10.5,0.0,"[7, 6, 11]",2.51,5.13,3.95,SEMI-CHRONIC,77,2,40,3.48,"Brigade Road, St Patricks Complex, Ashok Nagar, Bengaluru, Karnataka. Pin-560025"
157,8961892086bffff,12.95144,77.71746,395,Whitefield,PARKING IN A MAIN ROAD,10.1,9.9,0.0,"[3, 2, 19]",2.78,3.0,3.95,SPORADIC,45,2,47,3.48,"Vibgyor High School Road, Samhita Rainbow MTB Apartment, Green Garden Layout, Mu"
659,8960145b4a7ffff,12.970167,77.583675,50,Halasuru Gate,WRONG PARKING,14.0,8.0,100.0,"[5, 4, 7]",3.26,1.87,3.94,SPORADIC,28,2,6,3.47,"Banappa Park Road, Cubbonpet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (Ind"
645,89618925bd7ffff,12.953998,77.59329,52,Wilson Garden,NO PARKING,1.9,13.5,100.0,"[4, 0, 3]",3.56,1.8,3.93,SPORADIC,27,1,6,3.46,"BTS Main Road, BMTC Junction, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (I"
450,89618924a5bffff,12.919677,77.583686,98,Jayanagara,WRONG PARKING,2.0,3.1,100.0,"[22, 21, 5]",2.08,3.07,3.93,SEMI-CHRONIC,46,4,11,3.46,"39th B Cross Road, Block 5, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)"
559,8960145b08bffff,12.988626,77.577891,65,Sheshadripuram,NO PARKING,6.2,4.6,100.0,"[5, 3, 4]",3.09,2.6,3.93,SPORADIC,39,1,7,3.46,"3rd Cross Road, Kumara Park West, Seshadripuram, Bengaluru, Karnataka. Pin-56002"
186,89618925a4fffff,12.973441,77.608669,326,Ashok Nagar,NO PARKING,4.9,17.5,0.0,"[4, 6, 7]",2.04,3.93,3.92,SPORADIC,59,3,39,3.45,"Field Marshal KM Cariappa Road, ACR Towers, Shanthala Nagar, Bengaluru, Karnatak"
464,8960145b517ffff,12.967939,77.568493,93,Chamarajpet,NO PARKING,12.9,14.0,58.1,"[21, 20, 23]",2.51,3.0,3.92,SEMI-CHRONIC,45,4,11,3.45,"Cottonpete, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Beng"
696,89618925b77ffff,12.960399,77.579929,45,City Market,WRONG PARKING,20.0,24.4,100.0,"[20, 21]",1.52,0.53,3.92,SPORADIC,8,1,5,3.45,"5th Cross Road, Kalasipalyam New Extension, Bengaluru, Karnataka. Pin-560002 (In"
111,896189219cfffff,12.987564,77.734748,553,Mahadevapura,PARKING ON FOOTPATH,0.5,17.7,0.0,"[6, 22, 23]",2.2,2.27,3.92,SPORADIC,34,2,66,3.45,"Whitefield Road, Hoodi, Bengaluru East City Corporation, Bengaluru, Bangalore Ea"
108,89618925123ffff,12.93259,77.63154,575,Adugodi,NO PARKING,0.5,13.6,0.0,"[21, 20, 22]",2.92,2.0,3.92,SPORADIC,30,2,69,3.45,"Srinivagilu Main Road, ST Bed Layout Extension, Block 4, Koramangala, Bengaluru,"
435,8961892e90bffff,12.990193,77.612257,103,Pulikeshinagar(F.Town),NO PARKING,8.7,46.6,0.0,"[5, 22, 3]",3.51,0.93,3.92,SPORADIC,14,1,12,3.45,"Kamaraj Road, Dharmalingam Circle, Frazer Town, Bengaluru, Karnataka. Pin-560005"
411,8960145b153ffff,12.992616,77.558597,114,Rajajinagar,WRONG PARKING,0.9,7.0,100.0,"[22, 6, 5]",2.66,0.8,3.92,SPORADIC,12,1,13,3.45,"80 Feet Ring Road, Prakash Nagar, Bengaluru, Karnataka. Pin-560021 (India)"
226,8960145865bffff,13.008808,77.5431,257,Rajajinagar,WRONG PARKING,4.3,11.3,0.4,"[22, 0, 6]",3.19,4.53,3.91,SEMI-CHRONIC,68,4,30,3.44,"15th Cross Road, Sumukha, Mahalakshmipuram, Bengaluru, Karnataka. Pin-560086 (In"
528,89618925c17ffff,12.923821,77.618517,71,Madiwala,NO PARKING,5.6,12.7,100.0,"[4, 19, 5]",1.99,2.13,3.91,SPORADIC,32,1,8,3.44,"Hosur Road, Market Square Value Mall, Block 2, Koramangala, Bengaluru, Karnataka"
227,89618920b03ffff,12.956751,77.703555,256,HAL Old Airport,NO PARKING,10.9,19.1,0.0,"[22, 21, 5]",1.74,4.27,3.91,SEMI-CHRONIC,64,3,30,3.44,"HAL Airport Road, MS Reddy Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037"
655,89618925867ffff,12.94651,77.595,50,Wilson Garden,NO PARKING,4.0,18.0,100.0,"[3, 4, 5]",2.36,2.33,3.9,SPORADIC,35,2,6,3.43,"10th Cross Road, Vinayaka Nagara, Wilson Garden, Hombegowda Nagara, Bengaluru Ce"
1110,89618924677ffff,12.900129,77.647071,17,HSR Layout,WRONG PARKING,58.8,70.6,0.0,"[5, 4, 1]",1.16,0.4,3.9,SPORADIC,6,1,2,3.43,"Hosapalya Main Rd, Yellukunte, Hosapalya, Bengaluru South City Corporation, Beng"
574,8961892596fffff,12.943642,77.573598,62,Basavanagudi,NO PARKING,4.8,6.5,100.0,"[23, 5, 21]",2.98,2.53,3.9,SPORADIC,38,3,7,3.43,"Gandhi Bazar Road, Babasahebara Palya, Basavanagudi, Bengaluru, Karnataka. Pin-5"
538,8960145b50fffff,12.973658,77.566318,69,Magadi Road,NO PARKING,11.6,4.3,100.0,"[20, 21, 4]",3.1,1.13,3.89,SPORADIC,17,2,8,3.42,"Binny Mill Main Road, Railway Quarters, Subhash Nagar, Sevashrama, Bengaluru, Ka"
920,8960145b587ffff,12.963126,77.570061,26,Chamarajpet,WRONG PARKING,42.3,3.8,100.0,"[2, 1, 4]",3.31,0.93,3.89,SPORADIC,14,1,3,3.42,"BGS Flyover, Church Circle, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India"
330,896189240c3ffff,12.889058,77.639892,153,Hulimavu,WRONG PARKING,21.6,14.4,0.0,"[21, 20, 0]",2.52,4.6,3.88,SEMI-CHRONIC,69,3,18,3.41,"2nd Cross Road, Industrial Layout, Begur, Bengaluru, Karnataka. Pin-560068 (Indi"
159,89618925a47ffff,12.970084,77.606739,383,Ashok Nagar,NO PARKING,0.8,30.5,0.0,"[23, 22, 21]",0.76,2.67,3.88,SPORADIC,40,2,45,3.41,"Markham Road, St Patricks Complex, Ashok Nagar, Bengaluru, Karnataka. Pin-560025"
239,8961892c9b7ffff,13.027249,77.578114,233,Kodigehalli,WRONG PARKING,9.0,13.7,0.0,"[22, 6, 5]",3.13,3.67,3.88,SEMI-CHRONIC,55,1,27,3.41,"80 Feet Road, MET Layout, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)"
854,89618925b93ffff,12.947266,77.591185,30,Wilson Garden,NO PARKING,3.3,33.3,100.0,"[2, 21, 1]",2.63,1.0,3.87,SPORADIC,15,1,3,3.41,"Siddhapura Road, B Venkata Reddy Nagar, Siddapura, Jayanagar East, Bengaluru, Ka"
141,8961892e01bffff,12.995477,77.695414,435,Mahadevapura,NO PARKING,3.0,13.3,0.0,"[6, 7, 5]",2.11,3.07,3.87,SPORADIC,46,2,52,3.41,"Whitefield Road, Wilshire 3, Lakshmisagar Layout, Mahadevapura, Bengaluru, Karna"
107,89618924203ffff,12.912435,77.63547,586,HSR Layout,NO PARKING,1.9,4.1,0.0,"[9, 8, 7]",1.65,5.13,3.87,SEMI-CHRONIC,77,7,70,3.41,"17th Cross Road, Sector 7, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)"
488,89601458417ffff,12.975865,77.531202,84,Vijayanagara,WRONG PARKING,2.4,1.2,100.0,"[6, 5, 7]",3.44,1.4,3.86,SPORADIC,21,1,10,3.4,"60 Feet Road, Prasanthnagar Circle, Vijaya Nagar North, Bengaluru, Karnataka. Pi"
807,8961892588fffff,12.936334,77.605134,34,Mico Layout,NO PARKING,11.8,20.6,100.0,"[22, 21, 1]",3.19,0.73,3.86,SPORADIC,11,0,4,3.4,"Campus Road, Prestige Blue Chip Software Park, Dairy Colony, Adugodi, Bengaluru,"
595,8960145b187ffff,12.977855,77.553121,59,Magadi Road,WRONG PARKING,8.5,3.4,100.0,"[5, 6, 7]",2.92,2.53,3.86,SPORADIC,38,1,7,3.4,"75th D Cross Road, Block 6, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (Indi"
420,89618925ba3ffff,12.948256,77.58011,108,Wilson Garden,NO PARKING,0.0,2.8,100.0,"[21, 4, 22]",2.37,1.73,3.85,SPORADIC,26,2,12,3.39,"RV Road, Lalbhagh West Gate Circle, Mavalli, Bengaluru, Karnataka. Pin-560004 (I"
88,8960145a30bffff,12.960905,77.527904,680,Byatarayanapura,WRONG PARKING,0.1,16.0,13.1,"[6, 4, 7]",1.83,1.2,3.85,SPORADIC,18,1,81,3.39,"4th Main Road, KPA Block, Chandra Layout Stage 2, Bengaluru, Karnataka. Pin-5600"
598,8960145a2d3ffff,12.96124,77.559123,59,Chamarajpet,NO PARKING,16.9,0.0,100.0,"[21, 0, 19]",3.37,1.13,3.85,SPORADIC,17,1,7,3.39,"Sirsi Road, Kaniyar Colony, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India"
234,8961892e48fffff,12.972506,77.711245,247,Mahadevapura,WRONG PARKING,22.7,8.5,0.0,"[22, 0, 21]",2.77,2.6,3.85,SPORADIC,39,3,29,3.39,"2nd Main Road, SJR Brooklyn Apartment, Kundalhalli, Bengaluru, Karnataka. Pin-56"
274,8960145b087ffff,12.985724,77.574574,196,Sheshadripuram,NO PARKING,6.1,12.2,9.2,"[21, 22, 6]",2.62,4.8,3.85,SEMI-CHRONIC,72,4,23,3.39,"Padmabhushan Dr RK Srikantan Road, VV Giri Colony, Seshadripuram, Bengaluru, Kar"
134,8961892420fffff,12.912486,77.633533,454,HSR Layout,WRONG PARKING,1.1,2.6,0.0,"[8, 5, 6]",2.57,4.33,3.84,SEMI-CHRONIC,65,3,54,3.38,"17th Cross Road, Sector 7, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)"
318,896189240cfffff,12.891352,77.638155,161,Hulimavu,WRONG PARKING,10.6,22.4,0.0,"[20, 8, 21]",2.5,4.07,3.84,SEMI-CHRONIC,61,3,19,3.38,"Electronics City Flyover, Ozone Manay Tech Park, Garvebhavi Palya, Bengaluru, Ka"
557,89618924aabffff,12.906585,77.573243,65,J.P. Nagar,NO PARKING,3.1,3.1,100.0,"[21, 0, 22]",3.1,2.47,3.84,SPORADIC,37,2,7,3.38,"Dr Rajkumar Puniya Bhoomi Road, Jaraganahalli Circle, Ilyas Nagar, Bengaluru, Ka"
153,8961892ee9bffff,12.993354,77.661916,398,Banaswadi,NO PARKING,4.3,8.5,0.0,"[2, 8, 9]",1.86,4.4,3.84,SEMI-CHRONIC,66,3,47,3.38,"Old Madras Road, Gopalan Signature Mall, Nagavara Palya, CV Raman Nagar, Bengalu"
429,8960145b197ffff,12.975618,77.556508,105,Magadi Road,NO PARKING,12.4,5.7,51.4,"[21, 6, 22]",3.1,3.13,3.84,SEMI-CHRONIC,47,3,12,3.38,"9th Main Road, Purva Blubelle, KP Agrahara, Bengaluru, Karnataka. Pin-560023 (In"
769,89618924a43ffff,12.919646,77.580677,37,Jayanagara,WRONG PARKING,2.7,16.2,100.0,"[3, 22, 21]",4.16,0.93,3.84,SPORADIC,14,0,4,3.38,"40th Cross Road, Block 5, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)"
626,8960145a613ffff,12.946369,77.567226,54,Basavanagudi,WRONG PARKING,9.3,14.8,100.0,"[6, 1, 22]",2.36,1.07,3.83,SPORADIC,16,2,6,3.37,"Dr Masti Venkatesh Iyengar Road, Gavipuram Extension, Bengaluru, Karnataka. Pin-"
250,89601459557ffff,13.027186,77.543358,222,Yeshwanthpura,NO PARKING,2.7,22.5,0.0,"[0, 6, 3]",2.38,3.73,3.83,SEMI-CHRONIC,56,3,26,3.37,"1st Main Road, Sri Vijayamaruthi Circle, Yeshwanthpur, Bengaluru, Karnataka. Pin"
671,89618925d27ffff,12.916869,77.585917,48,Jayanagara,NO PARKING,6.2,18.8,100.0,"[23, 5, 0]",1.93,1.93,3.83,SPORADIC,29,2,5,3.37,"24th Main Road, Sri Aurobindo Circle, Jayanagar, Bengaluru, Karnataka. Pin-56004"
295,8960145a21bffff,12.964273,77.5511,180,Magadi Road,NO PARKING,2.2,17.8,0.0,"[5, 21, 22]",2.82,5.0,3.82,SEMI-CHRONIC,75,3,21,3.36,"C Chowdappa Main Road, Hoshalli, Padarayanapura, Bengaluru, Karnataka. Pin-56002"
175,8961892cb0bffff,13.063605,77.587854,346,Kodigehalli,WRONG PARKING,2.0,3.8,0.0,"[7, 8, 20]",3.03,4.4,3.82,SEMI-CHRONIC,66,5,41,3.36,"20th Main Road, Govianu Jodidhar Atlantis, Byatarayanapura, Bengaluru, Karnataka"
241,8961892e383ffff,13.000382,77.677909,232,Mahadevapura,PARKING IN A MAIN ROAD,15.9,11.6,0.0,"[19, 20, 1]",1.64,4.73,3.82,SEMI-CHRONIC,71,5,27,3.36,"Outer Ring Road, Venkatappa Colony, Mahadevapura, Bengaluru, Karnataka. Pin-5600"
266,8961892da23ffff,13.121489,77.63117,206,Yelahanka,NO PARKING,37.4,3.4,0.0,"[19, 8, 2]",2.65,2.2,3.82,SPORADIC,33,2,24,3.36,"SH 104, Niranthara Layout, Dwarka Nagar, Kattigenahalli, Bengaluru, Karnataka. P"
479,8960145b16fffff,12.997283,77.546133,87,Vijayanagara,WRONG PARKING,1.1,5.7,100.0,"[5, 23, 2]",1.64,2.73,3.81,SPORADIC,41,2,10,3.35,"Padmabhushan Dr MC Modi Road, Indiranagar, Rajaji Nagar, Bengaluru, Karnataka. P"
519,89618924a03ffff,12.911007,77.576946,73,J.P. Nagar,WRONG PARKING,6.8,2.7,100.0,"[18, 19, 22]",3.21,0.93,3.81,SPORADIC,14,1,8,3.35,"9th Cross Road, IG Circle, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560078 (I"
399,89601458687ffff,12.991868,77.538371,119,Vijayanagara,WRONG PARKING,1.7,6.7,100.0,"[6, 5, 21]",1.44,1.2,3.81,SPORADIC,18,0,14,3.35,"8th Main Road, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India)"
374,8960145b45bffff,12.987875,77.598622,129,Shivajinagar,WRONG PARKING,6.2,6.2,50.4,"[0, 4, 6]",3.59,1.93,3.8,SPORADIC,29,1,15,3.34,"Queens Road, Rajiv Gandhi Colony, Shivaji Nagar, Bengaluru, Karnataka. Pin-56005"
831,8960145b2cfffff,13.018705,77.584809,32,R.T. Nagar,NO PARKING,28.1,12.5,84.4,"[21, 2, 0]",3.58,0.6,3.8,SPORADIC,9,1,3,3.34,"2nd Cross Road, Embassy One, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (Indi"
695,8960145b58fffff,12.965412,77.570491,45,Chamarajpet,WRONG PARKING,17.8,6.7,100.0,"[1, 3, 5]",2.68,1.53,3.8,SPORADIC,23,2,5,3.34,"2nd Cross Road, New Tharagupete, Chamarajpet, Bengaluru, Karnataka. Pin-560018 ("
457,89618925997ffff,12.922955,77.584881,95,Jayanagara,NO PARKING,0.0,6.3,91.6,"[3, 6, 5]",2.07,2.47,3.8,SPORADIC,37,2,11,3.34,"36th Cross Road, Shri Satya Sai Circle, Jayanagar, Bengaluru, Karnataka. Pin-560"
188,8961892e16fffff,12.994066,77.663297,323,Banaswadi,WRONG PARKING,1.9,18.6,0.0,"[6, 8, 9]",1.23,4.2,3.79,SEMI-CHRONIC,63,4,38,3.34,"Kaggadaspura Main Road, Gopalan Grand Mall, Nagavara Palya, CV Raman Nagar, Beng"
380,89601458483ffff,12.971048,77.536862,125,Vijayanagara,WRONG PARKING,0.0,6.4,100.0,"[23, 20, 3]",1.36,1.2,3.79,SPORADIC,18,1,15,3.34,"17th Cross Road, Police Quarters, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040"
533,8960145a26fffff,12.97366,77.541181,69,Vijayanagara,WRONG PARKING,8.7,7.2,100.0,"[3, 6, 4]",2.28,1.2,3.79,SPORADIC,18,2,8,3.34,"Chord Road, CPWD Complex, MRCR Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-5"
208,89618927313ffff,12.900452,77.675511,291,Bellandur,NO PARKING,2.1,9.6,0.0,"[2, 5, 8]",2.74,4.13,3.79,SEMI-CHRONIC,62,5,34,3.34,"Amrutha College Road, Confident Phoenix, Haralur, Bengaluru, Karnataka. Pin-5600"
726,8960145b5b7ffff,12.960468,77.563374,42,Chamarajpet,WRONG PARKING,23.8,4.8,100.0,"[6, 19, 4]",2.92,0.87,3.79,SPORADIC,13,1,5,3.34,"5th Cross Road, Sirsi Circle, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (Ind"
251,8961892f69bffff,13.045887,77.750343,220,K.R. Pura,NO PARKING,17.3,5.0,0.0,"[6, 7, 22]",1.75,5.53,3.78,CHRONIC,83,5,26,3.33,"MBT Road, Subhams Antique City, Konadasapura, Bengaluru, Karnataka. Pin-560049 ("
253,8961892e00bffff,12.996415,77.693253,219,Mahadevapura,WRONG PARKING,11.4,11.9,0.0,"[19, 5, 23]",2.81,3.47,3.78,SPORADIC,52,2,26,3.33,"Whitefield Road, Police Quarters Singayyanapalya, Dyavasandra Industrial Estate "
170,8961892cb4bffff,13.071553,77.592574,358,Kodigehalli,WRONG PARKING,4.2,9.2,0.0,"[5, 6, 4]",2.12,3.67,3.77,SEMI-CHRONIC,55,2,42,3.32,"Bellary Road, Vista Pixel, Jakkuru Layout, Jakkuru, Bengaluru, Karnataka. Pin-56"
308,896189209a3ffff,12.926118,77.694851,171,Bellandur,NO PARKING,25.1,9.9,0.0,"[23, 2, 22]",3.16,2.4,3.77,SPORADIC,36,2,20,3.32,"Doddakannelli Road, Ambedkar Circle, Devara Beesana Halli, Bengaluru, Karnataka."
275,8961892097bffff,12.942566,77.697326,196,HAL Old Airport,PARKING IN A MAIN ROAD,18.4,11.7,0.0,"[0, 5, 6]",2.44,3.33,3.76,SEMI-CHRONIC,50,2,23,3.31,"Service Road, Kaadubeesanahalli, Panathur, Bengaluru East City Corporation, Beng"
540,89618924e6fffff,12.905494,77.585817,69,J.P. Nagar,WRONG PARKING,1.4,0.0,100.0,"[4, 6, 2]",3.33,1.93,3.76,SPORADIC,29,1,8,3.31,"24th Main Road, Sarakki Agrahara, JP Nagar Phase 5, Bengaluru, Karnataka. Pin-56"
1171,8960145b48bffff,12.97437,77.596341,15,Cubbon Park,WRONG PARKING,6.7,53.3,100.0,"[21, 22, 0]",1.42,0.4,3.76,SPORADIC,6,0,1,3.31,"Kasturba Road, Casa Lavelle, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 ("
290,8960145829bffff,13.008815,77.526772,182,Rajajinagar,NO PARKING,20.3,18.7,0.0,"[5, 6, 4]",1.5,3.33,3.75,SEMI-CHRONIC,50,3,21,3.3,"Laggere Main Road, Malleshwar Layout, Laggere, Bengaluru, Karnataka. Pin-560058 "
566,8960145a64bffff,12.958833,77.570017,64,V.V.Puram (C.Pet),NO PARKING,4.7,3.1,100.0,"[3, 2, 4]",3.08,1.27,3.74,SPORADIC,19,2,7,3.29,"4th Main Road, Shri Ma Ramamurthy Circle, Basavanagudi, Bengaluru, Karnataka. Pi"
166,8960169644fffff,13.093507,77.594197,361,Yelahanka,WRONG PARKING,0.8,23.5,0.0,"[0, 3, 5]",1.2,2.33,3.74,SPORADIC,35,2,43,3.29,"Allalasandra Main Road, Taralabalu Enclave, Yelahanka, Bengaluru, Karnataka. Pin"
470,89601458443ffff,12.986301,77.537225,91,Kamakshipalya,WRONG PARKING,1.1,13.2,100.0,"[4, 3, 5]",1.34,0.8,3.74,SPORADIC,12,1,10,3.29,"80 Feet Road, Papajan Garden, KHB Colony Stage 2, Basaveshwara Nagar, Bengaluru,"
565,8961892092fffff,12.934908,77.689496,64,HAL Old Airport,NO PARKING,17.2,48.4,0.0,"[23, 22, 5]",1.92,2.0,3.73,SPORADIC,30,2,7,3.28,"Outer Ring Road, Prestige Silver Crest, Kadubisanahalli, Bengaluru, Karnataka. P"
563,8960145b3b3ffff,12.998582,77.555449,65,Malleshwaram,WRONG PARKING,1.5,6.2,100.0,"[1, 0, 5]",2.88,1.27,3.73,SPORADIC,19,1,7,3.28,"5th Cross Road, Block D Stage 2, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 "
237,8960145a273ffff,12.969343,77.545745,243,Vijayanagara,NO PARKING,0.0,9.5,23.5,"[23, 22, 0]",2.72,2.47,3.73,SPORADIC,37,0,29,3.28,"9th Cross Road, Telecom Layout, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (I"
180,896189266abffff,12.840286,77.677039,337,Electronic City,NO PARKING,3.3,6.2,0.0,"[4, 2, 23]",3.52,2.2,3.73,SPORADIC,33,2,40,3.28,"Hosur Road, Salarpuria Sattva Alexandria Tech Park, Veerasandra Industrial Area,"
648,8960145a29bffff,12.958241,77.554816,52,Chamarajpet,NO PARKING,7.7,7.7,100.0,"[20, 2, 6]",2.65,1.33,3.72,SPORADIC,20,1,6,3.27,"2nd Main Road, AR Compound, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India"
211,8961892ec23ffff,12.978402,77.640658,285,Jeevanbheemanagar,NO PARKING,2.1,11.6,0.0,"[0, 4, 3]",2.65,3.33,3.72,SEMI-CHRONIC,50,1,34,3.27,"Chinmaya Mission Hospital Road, BM Sri Circle, Indiranagar, Bengaluru, Karnataka"
244,8961892422fffff,12.912806,77.625546,230,HSR Layout,WRONG PARKING,11.3,5.2,0.0,"[5, 6, 20]",1.91,5.33,3.72,SEMI-CHRONIC,80,4,27,3.27,"Hosur Road, Krimson Square, Muneshwara Nagar, HSR Layout, Bengaluru, Karnataka. "
642,8960145a66bffff,12.960394,77.561676,52,Chamarajpet,PARKING IN A MAIN ROAD,21.2,1.9,100.0,"[20, 19, 21]",2.22,1.2,3.72,SPORADIC,18,1,6,3.27,"7th Cross Road, Sirsi Circle, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (Ind"
646,8960145a6c3ffff,12.948683,77.572633,52,V.V.Puram (C.Pet),NO PARKING,0.0,11.5,100.0,"[21, 23, 22]",3.24,0.8,3.71,SPORADIC,12,0,6,3.26,"Vanivilas Road, Vanivilas Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004"
